,X,Y,Z,represx,represy,represz,repres,cat
ability_n_hugepower,-0.08319175341058327,0.02957539691372746,0.12438372894809585,0.0034400784241297405,0.0004347793921769522,0.007690152154613644,0.011565009970920337,ABN
ability_o_thickfat,16.66547396594923,-2.9497124825491072,-24.089829969928736,0.014674428804670715,0.00045971136296439456,0.030661495666436216,0.04579563583407133,ABO
ability_n_thickfat,-0.29937977184339815,0.05298884699189754,0.4327514365855461,0.0146744288046706,0.0004597113629643496,0.03066149566643621,0.04579563583407116,ABN
ability_o_icebody,-9.732012447240145,-13.418477172391555,-16.036563592374257,0.002479806238608085,0.004714318283103381,0.006733409980422401,0.013927534502133868,ABO
ability_n_icebody,0.08663512564308896,0.11945231904205833,0.14275872634161063,0.002479806238608185,0.00471431828310316,0.006733409980422425,0.01392753450213377,ABN
ability_o_solidrock,26.83311229965245,-14.882117718366107,-9.769332243599429,0.018851874210658565,0.005798850439430206,0.002498861559238014,0.027149586209326785,ABO
ability_n_solidrock,-0.23887043590194923,0.13248176010414625,0.08696734934954992,0.01885187421065834,0.005798850439429934,0.0024988615592380185,0.027149586209326292,ABN
ability_o_magmaarmor,13.981425673170417,-15.321118038883037,3.6734319025740017,0.001695993960215068,0.0020365838795886435,0.00011707532485553046,0.003849653164659242,ABO
ability_n_magmaarmor,-0.041243143578672425,0.04519503846277939,-0.010836082308477935,0.0016959939602149492,0.0020365838795884175,0.00011707532485553121,0.003849653164658898,ABN
ability_o_steadfast,15.34158542052308,2.1388698125929686,-6.359453678231796,0.010332056330781882,0.00020082370830647837,0.00177535781762848,0.012308237856716841,ABO
ability_n_steadfast,-0.22897888687347742,-0.031923430038703626,0.0949172190780867,0.010332056330781766,0.00020082370830651125,0.0017753578176284885,0.012308237856716767,ABN
ability_o_limber,9.044707865892303,1.3497673103138303,-6.657384836709325,0.0028643816659431162,6.379102913136769e-05,0.0015518477893574215,0.0044800204844319055,ABO
ability_n_limber,-0.10767509364157393,-0.016068658456119655,0.07925458138939673,0.0028643816659430525,6.379102913138844e-05,0.0015518477893574185,0.0044800204844318596,ABN
ability_o_immunity,20.38322977154014,-4.370025573545674,-3.422818228257605,0.010878235012726301,0.0005000119614272003,0.00030674684823771156,0.011684993822391212,ABO
ability_n_immunity,-0.18145308401964372,0.038902304809009136,0.030470191942945923,0.010878235012726145,0.0005000119614271291,0.00030674684823770967,0.011684993822390983,ABN
ability_o_vitalspirit,19.79837098072852,-0.9497919337722227,-12.668834547180342,0.013724632125019487,3.158629963090987e-05,0.005619725797753204,0.0193759442224036,ABO
ability_n_vitalspirit,-0.23569489262771942,0.011307046830618894,0.15081945889500392,0.013724632125019363,3.1586299630894205e-05,0.005619725797753193,0.019375944222403452,ABN
ability_o_noguard,11.108993608565768,-2.2189665269331447,-17.0001099641958,0.0032311853463559393,0.00012891811261083223,0.007566863469927071,0.010926966928893844,ABO
ability_n_noguard,-0.0988931181771418,0.01975341121898644,0.15133629048245523,0.003231185346355835,0.00012891811261079317,0.007566863469927066,0.010926966928893694,ABN
ability_o_toxicboost,25.03660414497084,-2.9824909411240643,-10.286147147204636,0.005438413561617045,7.717553543195594e-05,0.0009179665376882499,0.006433555634737251,ABO
ability_n_toxicboost,-0.07385428951318679,0.008797908380894337,0.030342616953406065,0.005438413561616826,7.717553543191028e-05,0.0009179665376882546,0.006433555634736991,ABN
ability_o_symbiosis,-22.81133788120501,7.897744020997034,-0.17570307893437487,0.004514637653396653,0.0005411622472774107,2.6784289386620803e-07,0.0050560677435679295,ABO
ability_n_symbiosis,0.067290082245444,-0.023297180002943674,0.0005182981679479615,0.0045146376533968515,0.0005411622472775298,2.678428938661594e-07,0.005056067743568247,ABN
ability_o_flowerveil,-22.81133788120501,7.897744020997034,-0.17570307893437487,0.004514637653396653,0.0005411622472774107,2.6784289386620803e-07,0.0050560677435679295,ABO
ability_n_flowerveil,0.067290082245444,-0.023297180002943674,0.0005182981679479615,0.0045146376533968515,0.0005411622472775298,2.678428938661594e-07,0.005056067743568247,ABN
ability_o_raindish,2.4083461867100673,-2.2111966612956793,-13.601325291132962,0.00020308583175913562,0.00017119715248337363,0.006477452719720338,0.0068517357039628475,ABO
ability_n_raindish,-0.028670787937023545,0.026323769777326755,0.16192053918015442,0.00020308583175912028,0.00017119715248333756,0.00647745271972034,0.006851735703962797,ABN
ability_o_protean,7.962478365008459,8.790170437523662,-16.494676854521018,0.0011033947391790473,0.0013447110393441568,0.0047350220072236784,0.007183127785746883,ABO
ability_n_protean,-0.04711525659768187,-0.05201284282558649,0.09760163819243217,0.001103394739178985,0.0013447110393442954,0.004735022007223686,0.007183127785746967,ABN
ability_o_colorchange,12.353817519681048,23.07914696421603,-26.98961221956035,0.001324109034440206,0.004621265179558225,0.006319965016156864,0.012265339230155296,ABO
ability_n_colorchange,-0.03644193958607844,-0.0680800795404628,0.0796153752789392,0.0013241090344401107,0.004621265179558578,0.006319965016156892,0.012265339230155582,ABN
ability_o_moldbreaker,21.545183773100632,-11.963498670418645,-0.05968455532158212,0.0328982950968595,0.01014353652991576,2.5246251905989116e-07,0.043042084089294316,ABO
ability_n_moldbreaker,-0.5191610547735087,0.2882770763956273,0.0014381820559422054,0.03289829509685943,0.010143536529915568,2.5246251906005517e-07,0.04304208408929405,ABN
ability_o_quickfeet,9.257280729512903,5.0642017692259165,-2.4397746575776114,0.0014914244083712256,0.00044633030907467464,0.00010359381099474293,0.0020413485284406434,ABO
ability_n_quickfeet,-0.0547768090503708,-0.029965690942167778,0.014436536435370462,0.0014914244083711462,0.000446330309074751,0.00010359381099474245,0.00204134852844064,ABN
ability_o_battlearmor,18.036153833277822,-15.612124429925956,-4.428085224192641,0.011390155640674398,0.008534258726032555,0.0006865524773358928,0.020610966844042844,ABO
ability_n_battlearmor,-0.2147161170628299,0.18585862416578225,0.052715300288007694,0.011390155640674268,0.008534258726032291,0.0006865524773358952,0.020610966844042455,ABN
ability_o_pixilate,-13.536270961269498,15.775757343384608,1.4447751396501336,0.0015897156996088253,0.002159244488611493,1.8110144058225958e-05,0.0037670703322785445,ABO
ability_n_pixilate,0.039930002835604744,-0.0465361573551194,-0.004261873568289498,0.0015897156996089407,0.0021592444886117247,1.8110144058226063e-05,0.0037670703322788914,ABN
ability_o_insomnia,-15.470241488892128,15.439054090202493,11.167865825389498,0.006266234204694672,0.006240994707633029,0.003265523488232734,0.015772752400560437,ABO
ability_n_insomnia,0.13771728328390795,-0.13743965065462427,-0.09941720319337827,0.006266234204694828,0.006240994707633267,0.0032655234882327283,0.01577275240056082,ABN
ability_o_turboblaze,7.686225480175745,0.03317827095481318,41.0210373978464,0.0010281598004194571,1.9157634242098574e-08,0.02928516375209691,0.03031334271015061,ABO
ability_n_turboblaze,-0.04548062414305035,-0.00019632112991280204,-0.2427280319399195,0.0010281598004193934,1.915763424261866e-08,0.02928516375209689,0.03031334271015053,ABN
ability_o_shielddust,-24.02626231201347,-3.314601569671038,25.91661264143176,0.010046315361741599,0.00019120403003246753,0.011689363223216375,0.021926882614990442,ABO
ability_n_shielddust,0.14216723261546574,0.019613027039470987,-0.15335273752326478,0.010046315361741812,0.00019120403003241687,0.011689363223216377,0.021926882614990605,ABN
ability_o_tintedlens,-21.303694969629376,6.626901085626339,31.368520456916464,0.011882896300201045,0.001149829411730028,0.02576324163874986,0.038795967350680936,ABO
ability_n_tintedlens,0.18964713622815632,-0.058993184738516335,-0.2792449892307103,0.01188289630020123,0.0011498294117301404,0.025763241638749806,0.03879596735068118,ABN
ability_o_wonderskin,-24.986179480785786,13.107305365076968,30.258598079262217,0.010865109033171706,0.0029899313249804557,0.015934263099936292,0.029789303458088452,ABO
ability_n_wonderskin,0.14784721586263905,-0.07755801991170064,-0.17904495904888879,0.010865109033171875,0.0029899313249806517,0.015934263099936254,0.02978930345808878,ABN
ability_o_purepower,5.793907249130545,25.28358881934057,-24.66773681174895,0.00029124901276703075,0.0055462420925342076,0.00527934443357386,0.0111168355388751,ABO
ability_n_purepower,-0.017091171826342316,-0.07458285787416341,0.07276618528539497,0.00029124901276698077,0.0055462420925345745,0.00527934443357384,0.011116835538875394,ABN
ability_o_reckless,22.90556632681225,-11.18996995405896,-4.944405207653572,0.03243821569743809,0.007741635691655096,0.0015114820703259247,0.04169133345941912,ABO
ability_n_reckless,-0.48149839125431043,0.23522459362886466,0.1039364458065315,0.03243821569743793,0.007741635691654937,0.0015114820703259224,0.04169133345941879,ABN
ability_o_unnerve,14.08744437115016,-1.2203565666517298,11.686491120335251,0.012269851813918108,9.207640918910445e-05,0.008443901456807644,0.02080582967991486,ABO
ability_n_unnerve,-0.2961324642584104,0.02565314104072447,-0.24566197550254376,0.012269851813918,9.207640918908595e-05,0.008443901456807712,0.020805829679914796,ABN
ability_o_rivalry,26.007564638304153,-7.161753560638257,-0.026541200344309956,0.02368324294172151,0.0017958933495558326,2.466510209092425e-08,0.02547916095637943,ABO
ability_n_rivalry,-0.30961386474171504,0.08525897095997642,0.0003159666707657216,0.023683242941721402,0.0017958933495557175,2.4665102090944117e-08,0.02547916095637921,ABN
ability_o_pickpocket,10.987607955920726,-6.971471125948325,-3.837939804839064,0.004227154362500481,0.0017017300301096544,0.0005157486675619143,0.0064446330601720505,ABO
ability_n_pickpocket,-0.13080485661810265,0.08299370388033439,0.04568975958141752,0.0042271543625003955,0.0017017300301095369,0.0005157486675619157,0.0064446330601718475,ABN
ability_o_magicbounce,-20.49737215234319,31.414565605877986,21.354668059365526,0.00731190854771418,0.01717499011844794,0.007936335675699428,0.03242323434186155,ABO
ability_n_magicbounce,0.12128622575351145,-0.18588500358507942,-0.12635898259979578,0.007311908547714357,0.017174990118448422,0.007936335675699402,0.03242323434186218,ABN
ability_o_suctioncups,-6.166610168122107,-0.74786742115454,-1.8674492976063646,0.0006618009217818763,9.73382665548794e-06,6.069207934442174e-05,0.000732226827781786,ABO
ability_n_suctioncups,0.036488817562854076,0.004425251012746267,0.011049995843824767,0.0006618009217819257,9.73382665547698e-06,6.069207934442307e-05,0.0007322268277818257,ABN
ability_o_stormdrain,1.1204049083828618,-6.326286030023352,-15.508399846261435,2.1846626500668286e-05,0.0006965174892737267,0.00418570250246293,0.004904066618237325,ABO
ability_n_stormdrain,-0.006629614842500742,0.0374336451480648,0.09176567956367726,2.1846626500659043e-05,0.0006965174892736377,0.004185702502462937,0.0049040666182372334,ABN
ability_o_contrary,-6.332345756331376,-5.578397072016258,0.9592437594962826,0.001049884869376722,0.0008147629750326349,2.4091863941330992e-05,0.0018887397083506877,ABO
ability_n_contrary,0.05637103047179451,0.04965932111586879,-0.008539261953972976,0.0010498848693767898,0.000814762975032538,2.4091863941331737e-05,0.0018887397083506596,ABN
ability_o_megalauncher,-0.24824291374270535,-8.080743948625319,-3.661509795292568,5.346568126276941e-07,0.0005665315179875452,0.00011631662312184082,0.0006833827979220137,ABO
ability_n_megalauncher,0.0007322799815434045,0.023837002798302198,0.010800913850420535,5.346568126298876e-07,0.0005665315179874248,0.00011631662312184082,0.0006833827979218954,ABN
ability_o_telepathy,-3.415116664192339,20.436322940271676,8.062341708057087,0.0007210841972293675,0.025821436735855,0.004018808308799995,0.030561329241884365,ABO
ability_n_telepathy,0.07178923918722763,-0.42959237411982776,-0.16947865452372302,0.0007210841972293923,0.025821436735855297,0.004018808308800012,0.0305613292418847,ABN
ability_o_download,-12.231141214195768,18.53248800409205,13.6445334833644,0.003916935295905019,0.008992488522128224,0.004874497136812354,0.017783920954845597,ABO
ability_n_download,0.10888256273764929,-0.16497763801862647,-0.12146468976288788,0.0039169352959051214,0.008992488522128528,0.00487449713681235,0.017783920954846,ABN
ability_o_bigpecks,-11.852703435858002,-9.898064602680742,37.919968440562414,0.0036783010666363593,0.0025651514106870316,0.03764856012916464,0.043892012606488034,ABO
ability_n_bigpecks,0.10551368043790649,0.08811333474196248,-0.3375664846340865,0.003678301066636461,0.002565151410686883,0.03764856012916461,0.04389201260648795,ABN
ability_o_sniper,0.4686629581285775,-18.298612923813007,0.08643585861804759,9.64200914494407e-06,0.01469882506301721,3.279700463142675e-07,0.014708795042208468,ABO
ability_n_sniper,-0.0069949695243057275,0.2731136257285492,-0.0012900874420599395,9.642009144940224e-06,0.014698825063016889,3.279700463140278e-07,0.014708795042208143,ABN
ability_o_skilllink,-0.03909251336055508,-1.390366762363064,-9.920307062826222,4.001286265085937e-08,5.061406180530427e-05,0.0025766929364834626,0.002627347011151418,ABO
ability_n_skilllink,0.0003480045699769674,0.012377152187205254,0.08831133883821546,4.001286265125022e-08,5.06140618052795e-05,0.002576692936483455,0.0026273470111513857,ABN
ability_o_blaze,21.53114491715872,-3.6669922957291394,8.178241228183282,0.02866217461672693,0.0008313710252478174,0.004135182892638197,0.03362872853461295,ABO
ability_n_blaze,-0.4526066499102421,0.07708392213244197,-0.17191498077262168,0.02866217461672673,0.0008313710252477647,0.0041351828926382,0.03362872853461269,ABN
ability_o_sweetveil,-14.800563126065498,9.447657021378808,-3.384808653423803,0.0019005437172362161,0.0007744076279160758,9.940074284480721e-05,0.002774352087997099,ABO
ability_n_sweetveil,0.04365947824798233,-0.027869194753332382,0.009984686293285472,0.0019005437172363378,0.0007744076279162143,9.940074284480504e-05,0.002774352087997357,ABN
ability_o_ironbarbs,-6.0814634188424215,-11.15528478384944,-5.648168458036161,0.0006436511889091283,0.0021656870624570607,0.0005552002598390976,0.0033645385112052867,ABO
ability_n_ironbarbs,0.035984990644039316,0.06600760227129604,0.03342111513630869,0.0006436511889091749,0.0021656870624569,0.0005552002598390986,0.0033645385112051735,ABN
ability_o_marvelscale,-4.996485782064525,1.3321571493324302,-10.776372679598916,0.00021659613196575326,1.5396865092117743e-05,0.0010075499577442727,0.0012395429548021438,ABO
ability_n_marvelscale,0.014738896112286293,-0.003929667107177903,0.03178870996931832,0.00021659613196579845,1.5396865092138014e-05,0.0010075499577442686,0.0012395429548022051,ABN
ability_o_competitive,-10.520493666395074,14.345927824294275,-6.1509780053667,0.0019262232332867709,0.0035817202426010925,0.0006584498855291431,0.006166393361417007,ABO
ability_n_competitive,0.062251441812989916,-0.08488714688931775,0.03639631955838296,0.0019262232332868516,0.003581720242601304,0.0006584498855291473,0.006166393361417303,ABN
ability_o_mummy,-21.090892800042653,18.163597515030037,-3.9463493757066552,0.0038593246495131827,0.002862365735623843,0.00013511776327555311,0.006856808148412578,ABO
ability_n_mummy,0.06221502300897688,-0.053579933672657454,0.011641148600904427,0.003859324649513365,0.0028623657356241046,0.0001351177632755492,0.006856808148413019,ABN
ability_o_pickup,2.9069890325236187,2.955655154010906,-6.847596112038614,0.00022125812275823278,0.0002287283310201973,0.0012276899767919513,0.0016776764305703813,ABO
ability_n_pickup,-0.02587824064560912,-0.0263114702137498,0.06095782889055129,0.00022125812275820294,0.0002287283310202468,0.0012276899767919432,0.001677676430570393,ABN
ability_o_magnetpull,-9.418581742019308,4.100742551757323,-4.394995777183158,0.002322648333856657,0.00044028860558019704,0.0005057423952205688,0.003268679334657423,ABO
ability_n_magnetpull,0.08384494132361575,-0.03650512657351013,0.03912459148827735,0.0023226483338567526,0.0004402886055802646,0.0005057423952205684,0.003268679334657586,ABN
ability_o_cursedbody,-13.99596212474696,16.759508962682137,-8.628715316551402,0.005128825863083014,0.00735419289588641,0.0019494168619502994,0.014432435620919724,ABO
ability_n_cursedbody,0.12459313464166596,-0.14919444180429453,0.07681348946484923,0.005128825863083143,0.007354192895886651,0.001949416861950295,0.01443243562092009,ABN
ability_o_trace,-18.876855348412388,37.74275291368637,1.7569682195628449,0.006201456105897748,0.024791427036261356,5.372323920212019e-05,0.03104660638136122,ABO
ability_n_trace,0.11169736892551851,-0.22332989889755517,-0.010396261654217809,0.006201456105897891,0.024791427036261894,5.3723239202117905e-05,0.031046606381361905,ABN
ability_o_teravolt,6.586207487948274,2.5269813583741993,35.067774280828345,0.0007549274116656107,0.00011113182710704361,0.02140182375584978,0.022267882994622432,ABO
ability_n_teravolt,-0.03897164194052091,-0.014952552416417908,-0.20750162296348124,0.000754927411665556,0.0001111318271070812,0.021401823755849765,0.0222678829946224,ABN
ability_o_voltabsorb,-6.769628642948409,3.2195022809693072,1.0995000044956886,0.001199891917352773,0.0002713875441743699,3.165212759345444e-05,0.0015029315891205975,ABO
ability_n_voltabsorb,0.06026375646541779,-0.028660257694091584,-0.009787833867914153,0.001199891917352839,0.0002713875441744226,3.165212759345448e-05,0.001502931589120716,ABN
ability_o_bulletproof,22.509276067706587,-5.92366573608576,-11.514186975350865,0.004395865947355814,0.0003044405322998146,0.0011502386057898682,0.005850545085445497,ABO
ability_n_bulletproof,-0.06639904444751055,0.017473940224439155,0.03396515331961897,0.004395865947355625,0.0003044405322997242,0.0011502386057898638,0.005850545085445213,ABN
ability_o_anticipation,11.26581210253123,-6.020992200419093,-11.249621771669005,0.0022088152163163544,0.0006309144983903091,0.0022024711104352227,0.005042200825141886,ABO
ability_n_anticipation,-0.06666161007414795,0.03562717278354255,0.06656580929981676,0.0022088152163162664,0.0006309144983902248,0.0022024711104352336,0.005042200825141724,ABN
ability_o_multiscale,16.2960944996849,12.941534103799075,26.997713834024744,0.004621696761967624,0.00291478080333787,0.012684938257290092,0.020221415822595585,ABO
ability_n_multiscale,-0.09642659467269032,-0.07657712487455348,-0.15974978600014622,0.004621696761967495,0.002914780803338082,0.012684938257290078,0.020221415822595654,ABN
ability_o_snowcloak,2.2684474304480053,-4.195860830562631,-14.927495939761258,0.0001347317266025379,0.0004609508145256614,0.0058342678049815005,0.0064299503461097,ABO
ability_n_snowcloak,-0.02019389403959483,0.03735187682993152,0.1328857205319991,0.00013473172660251573,0.00046095081452558994,0.005834267804981475,0.006429950346109581,ABN
ability_o_plus,-7.980086836774836,5.601104261709237,-2.6497413031897246,0.0011082802979893252,0.0005459862330410232,0.00012219159369699858,0.0017764581247273468,ABO
ability_n_plus,0.047219448738314046,-0.03314262876751284,0.015678942622424474,0.0011082802979893915,0.0005459862330411075,0.00012219159369699967,0.0017764581247274986,ABN
ability_o_healer,-4.562105356688454,27.66251992642413,-17.111474075074266,0.0009136437789958628,0.033591528036866644,0.012853491879804326,0.04735866369566683,ABO
ability_n_healer,0.06809112472669468,-0.41287343173767627,0.25539513544886966,0.0009136437789958977,0.03359152803686704,0.012853491879804313,0.04735866369566725,ABN
ability_o_arenatrap,5.936527335218519,-15.814832788548202,4.118178567551105,0.0003057639840516839,0.002169954330468004,0.0001471403324157337,0.002622858646935422,ABO
ability_n_arenatrap,-0.01751188004489085,0.04665142415500656,-0.012148019373307173,0.000305763984051631,0.002169954330467741,0.00014714033241573595,0.002622858646935108,ABN
ability_o_sandforce,8.813501018597584,-11.86460604471139,-3.9596921146210073,0.004104145836816973,0.007437594747950275,0.0008284164305702099,0.012370157015337458,ABO
ability_n_sandforce,-0.15832636560354832,0.21313663553373463,0.0711321936758259,0.004104145836816917,0.007437594747950072,0.0008284164305701967,0.012370157015337186,ABN
ability_o_snowwarning,0.2387172333875574,0.11100925021564316,-14.440476783595797,4.944119166771566e-07,1.0691526664444878e-07,0.0018091911308135296,0.0018097924579968513,ABO
ability_n_snowwarning,-0.0007041806294603159,-0.0003274609150929475,0.042597276647775295,4.944119166750425e-07,1.0691526664611693e-07,0.001809191130813536,0.0018097924579968572,ABN
ability_o_defeatist,18.125442581000932,-15.852316088021412,39.17668578890824,0.0028503528436332774,0.002180252692647493,0.01331609152700755,0.01834669706328832,ABO
ability_n_defeatist,-0.05346738224483896,0.04676199435994255,-0.11556544480503911,0.002850352843633099,0.0021802526926472383,0.013316091527007506,0.018346697063287842,ABN
ability_o_heatproof,-9.159910784949432,21.51018498789328,-2.7796118083675916,0.00072795389196802,0.004014298613685539,6.703315812265011e-05,0.004809285663776209,ABO
ability_n_heatproof,0.027020385796312496,-0.06345187312063161,0.00819944486244123,0.0007279538919681012,0.004014298613685858,6.70331581226495e-05,0.004809285663776608,ABN
ability_o_airlock,27.040319682113058,0.21677038392496153,29.699165501499646,0.0063437349341564685,4.0768175730501003e-07,0.007652615230656526,0.013996757846570299,ABO
ability_n_airlock,-0.07976495481449122,-0.0006394406605482184,-0.08760815782153303,0.006343734934156199,4.0768175730833574e-07,0.007652615230656529,0.013996757846570037,ABN
ability_o_shedskin,26.80516730153019,-5.280564903118475,-6.079085324621325,0.0062338798721416405,0.00024192578254422605,0.00032062535471132656,0.0067964310093971934,ABO
ability_n_shedskin,-0.07907128997501381,0.015576887619815905,0.017932405087378533,0.00623387987214142,0.0002419257825441457,0.0003206253547113272,0.0067964310093968925,ABN
ability_o_victorystar,-4.16229668962843,30.233396656414637,30.601741734743648,0.00015030985365687793,0.007930403204790054,0.008124818646537819,0.01620553170498475,ABO
ability_n_victorystar,0.012278161326339077,-0.0891840609333791,-0.09027062458626461,0.00015030985365691463,0.007930403204790484,0.008124818646537815,0.016205531704985215,ABN
ability_o_baddreams,2.871278224509949,20.827347401970854,9.522998842543082,7.152731773854825e-05,0.0037634773538294778,0.000786808146408794,0.00462181281797682,ABO
ability_n_baddreams,-0.008469847269939337,-0.06143760295566886,-0.02809144201340158,7.152731773852243e-05,0.003763477353829787,0.0007868081464088005,0.00462181281797711,ABN
ability_o_sandstream,29.073692633000586,-9.631210020892556,-0.37658363151766505,0.01471074840442376,0.001614344003942583,2.468068770049286e-06,0.016327560477136394,ABO
ability_n_sandstream,-0.17203368421893694,0.056989408407645825,0.002228305511938977,0.014710748404423496,0.0016143440039424431,2.4680687700495727e-06,0.01632756047713599,ABN
ability_o_fairyaura,-8.40653842742406,9.362852873880497,9.151869765453604,0.0006131345508568186,0.0007605675337318382,0.0007266763855962452,0.0021003784701849023,ABO
ability_n_fairyaura,0.02479804845847955,-0.027619035026198724,-0.026996665974789502,0.0006131345508568945,0.0007605675337319821,0.0007266763855962535,0.00210037847018513,ABN
ability_o_magician,-13.46577702687708,16.228940591707488,6.261147297521843,0.0031557109456590163,0.004583684523654125,0.0006822479199663128,0.008421643389279454,ABO
ability_n_magician,0.07967915400519121,-0.09602923427046106,-0.037048208861075904,0.0031557109456591265,0.004583684523654368,0.0006822479199663095,0.008421643389279804,ABN
ability_o_aurabreak,9.22793039309533,-9.731740219403418,9.62636406318093,0.0007388053040067024,0.0008216794004681076,0.0008039813038079234,0.0023644660082827334,ABO
ability_n_aurabreak,-0.027221033607949308,0.028707198287323155,-0.02839635416867542,0.0007388053040066184,0.0008216794004679591,0.0008039813038079279,0.0023644660082825057,ABN
ability_o_filter,-9.867676597064563,50.404982946268845,-18.84291151804332,0.0008447947373265181,0.022042879627048605,0.003080472969606154,0.025968147333981277,ABO
ability_n_filter,0.02910819055181446,-0.1486872653282294,0.055583809787738636,0.0008447947373266092,0.022042879627049376,0.0030804729696061748,0.02596814733398216,ABN
ability_o_toughclaws,22.50590818912138,-18.145193824686537,-9.870036646611558,0.00439455061094187,0.0028565682711733627,0.0008451988843089965,0.008096317766424228,ABO
ability_n_toughclaws,-0.06638910970242146,0.05352564550054778,0.02911515234988654,0.004394550610941658,0.00285656827117309,0.0008451988843089904,0.00809631776642374,ABN
ability_o_darkaura,-3.3947228608297695,0.9846424582884211,48.87186486288739,9.99838912184646e-05,8.41159787145812e-06,0.020722359666634757,0.02083075515572468,ABO
ability_n_darkaura,0.010013931742862164,-0.0029045500244522238,-0.1441647931058626,9.998389121849459e-05,8.411597871473227e-06,0.020722359666634844,0.02083075515572481,ABN
ability_o_strongjaw,21.536661023006214,-18.778290203527305,17.276454916803875,0.004024186777892347,0.003059380383202214,0.002589587840468113,0.009673155001562673,ABO
ability_n_strongjaw,-0.06352997351919087,0.05539318644108099,-0.050962993854878735,0.0040241867778921525,0.0030593803832019324,0.0025895878404681148,0.0096731550015622,ABN
ability_o_aromaveil,-19.514537390806947,23.06768950719317,-4.14713161719213,0.0033039837721429983,0.004616677938575996,0.0001492165595203418,0.008069878270239337,ABO
ability_n_aromaveil,0.05756500705252937,-0.06804628173213584,0.01223342659938681,0.0033039837721431627,0.004616677938576336,0.00014921655952034128,0.00806987827023984,ABN
ability_o_stickyhold,-0.17610708472593495,-2.9132803564387197,-14.04523938624002,8.120188154302827e-07,0.00022221685552133738,0.0051650047848695825,0.0053880336592063505,ABO
ability_n_stickyhold,0.0015677188551287413,0.025934246496484237,0.1250318046252819,8.120188154320689e-07,0.0002222168555212881,0.005165004784869571,0.0053880336592062915,ABN
ability_o_drizzle,2.706715276543226,-1.3421289717079439,-9.982018982138953,6.356331414430149e-05,1.5628233356739138e-05,0.0008644864043013929,0.0009436779518024335,ABO
ability_n_drizzle,-0.007984410845258777,0.0039590825124102835,0.029445483723123667,6.356331414427799e-05,1.5628233356719168e-05,0.0008644864043013878,0.0009436779518023849,ABN
ability_o_liquidooze,-9.108384568532456,-3.9530298846302614,-18.081325594995867,0.0007197871720308868,0.0001355756139925378,0.0028364943195579736,0.003691857105581398,ABO
ability_n_liquidooze,0.026868391057619512,0.011660855116900848,0.05333724364305564,0.0007197871720309731,0.00013557561399247747,0.002836494319557964,0.0036918571055814145,ABN
ability_o_damp,8.937707391767715,-1.4174976075321766,-21.653678696961883,0.0035066994477988434,8.820454202631276e-05,0.02058304658082755,0.024177950570652706,ABO
ability_n_damp,-0.13339861778757645,0.02115668070943233,0.32318923428301316,0.00350669944779877,8.820454202628654e-05,0.02058304658082754,0.024177950570652595,ABN
move_o_tailwind,0.00544084832029923,0.5306784453476889,29.93250260950597,1.79074276781515e-08,0.0001703581301281297,0.5419834514304191,0.5421538274679749,MVO
move_n_tailwind,-0.0011190397254500356,-0.10914663060342866,-6.156330323940946,1.7907427678100977e-08,0.00017035813012814007,0.5419834514304198,0.5421538274679756,MVN
move_o_aerialace,7.0289168362629475,0.48348047059113397,11.050982059725726,0.09336394375556144,0.00044173341295712307,0.2307831656212356,0.3245888427897542,MVO
move_n_aerialace,-4.516163957598897,-0.31064204149092545,-7.100389439340683,0.09336394375556131,0.00044173341295713315,0.23078316562123544,0.32458884278975386,MVN
move_o_swordsdance,8.4919419460273,-5.976412512463742,1.3189792489256802,0.07293464063332632,0.036124425333231715,0.001759526209502444,0.11081859217606048,MVO
move_n_swordsdance,-2.9201539498196616,2.0551299944045236,-0.4535620342155504,0.07293464063332619,0.03612442533323157,0.001759526209502447,0.1108185921760602,MVN
move_o_steelwing,1.5320999286572292,0.9375322839942501,31.98936559656796,0.0011903297116589763,0.00044572352106058853,0.5189247014558276,0.5205607546885471,MVO
move_n_steelwing,-0.2641551601133134,-0.16164349724039084,-5.515407861477233,0.0011903297116589591,0.00044572352106060474,0.5189247014558277,0.5205607546885472,MVN
move_o_flamecharge,6.370004186208556,-0.8744635187721723,17.350402402572968,0.01154941745701559,0.00021765268851899828,0.0856840029026219,0.09745107304815649,MVO
move_n_flamecharge,-0.6164520180201813,0.08462550181665895,-1.6790712002489974,0.011549417457015545,0.00021765268851898362,0.08568400290262203,0.09745107304815656,MVN
move_o_acrobatics,4.310296319811776,-0.4055502739022856,17.693187745209705,0.00607145567470029,5.374870087000601e-05,0.10230355966903203,0.10842876404460232,MVO
move_n_acrobatics,-0.478921813312418,0.045061141544695316,-1.9659097494677455,0.006071455674700249,5.374870086999864e-05,0.10230355966903204,0.10842876404460229,MVN
move_o_willowisp,-1.2426896923506827,8.698215524342036,9.029962800887077,0.0008765249941290527,0.042943678348140134,0.046281863263129594,0.09010206660539878,MVO
move_n_willowisp,0.2398173090501333,-1.6786029959256594,-1.7426244001711897,0.0008765249941290635,0.042943678348140286,0.046281863263129545,0.09010206660539889,MVN
move_o_roost,0.37997813547550746,-0.5810119278868842,32.85906457294302,7.321672588207037e-05,0.00017118400626107153,0.5475244039598561,0.5477688046919993,MVO
